date,platform,year,month,sumOfLeads,ad_id
2019-01-11,Android,2019,1,425930.240826048,60729
2019-01-11,Desktop,2019,1,210993.747406042,36726
2019-01-11,Mobile Web,2019,1,220888.622702922,34744
2019-01-11,iOS,2019,1,116776.690541252,15342
2019-01-12,Android,2019,1,418716.708584654,61038
2019-01-12,Desktop,2019,1,131735.179999204,24661
2019-01-12,Mobile Web,2019,1,226883.516890206,35986
2019-01-12,iOS,2019,1,119397.175207622,15792
2019-01-13,Android,2019,1,415779.771488504,60235
2019-01-13,Desktop,2019,1,132613.746389284,25204
2019-01-13,Mobile Web,2019,1,235285.235888052,37037
2019-01-13,iOS,2019,1,119627.85792961,15773
2019-01-14,Android,2019,1,423393.61396637,61681
2019-01-14,Desktop,2019,1,254243.524968224,42576
2019-01-14,Mobile Web,2019,1,234352.599661224,36283
2019-01-14,iOS,2019,1,127605.516952604,16762
2019-01-15,Android,2019,1,413808.391036286,61139
2019-01-15,Desktop,2019,1,246110.439324488,42114
2019-01-15,Mobile Web,2019,1,228015.634343802,35689
2019-01-15,iOS,2019,1,124503.91471574,16571
2019-01-16,Android,2019,1,413237.475941244,60585
2019-01-16,Desktop,2019,1,241523.088622804,41066
2019-01-16,Mobile Web,2019,1,222324.268560894,35193
2019-01-16,iOS,2019,1,116332.131147656,15396
2019-01-17,Android,2019,1,413134.058907902,60798
2019-01-17,Desktop,2019,1,240317.068071346,41728
2019-01-17,Mobile Web,2019,1,216624.420421032,34386
2019-01-17,iOS,2019,1,116139.316262818,15524
2019-01-18,Android,2019,1,393673.169104826,57494
2019-01-18,Desktop,2019,1,195677.494706306,34801
2019-01-18,Mobile Web,2019,1,204494.773517902,32809
2019-01-18,iOS,2019,1,105837.018316722,14127
2019-01-19,Android,2019,1,390089.660393768,58077
2019-01-19,Desktop,2019,1,118871.591082526,22896
2019-01-19,Mobile Web,2019,1,204233.828587092,33504
2019-01-19,iOS,2019,1,110044.132845438,14734
2019-01-20,Android,2019,1,360649.798732608,54723
2019-01-20,Desktop,2019,1,113892.36704886,21821
2019-01-20,Mobile Web,2019,1,213112.357125082,34634
2019-01-20,iOS,2019,1,106522.208947548,14398
2019-01-21,Android,2019,1,381864.329186486,57201
2019-01-21,Desktop,2019,1,159356.556056084,29548
2019-01-21,Mobile Web,2019,1,231505.624337568,36697
2019-01-21,iOS,2019,1,115120.595747092,15369
2019-01-22,Android,2019,1,391773.396427864,58224
2019-01-22,Desktop,2019,1,237550.149711308,40761
2019-01-22,Mobile Web,2019,1,221155.668365422,34592
2019-01-22,iOS,2019,1,121673.143373762,16036
2019-01-23,Android,2019,1,389715.373451496,58109
2019-01-23,Desktop,2019,1,229506.649021116,39672
2019-01-23,Mobile Web,2019,1,216299.706550654,34111
2019-01-23,iOS,2019,1,117200.161922616,15473
2019-01-24,Android,2019,1,378918.460301866,56020
2019-01-24,Desktop,2019,1,219467.439118032,37919
2019-01-24,Mobile Web,2019,1,212133.835521338,33004
2019-01-24,iOS,2019,1,109402.370603292,14466
2019-01-25,Android,2019,1,373557.932394366,55955
2019-01-25,Desktop,2019,1,186631.041643974,33244
2019-01-25,Mobile Web,2019,1,206273.348609216,32692
2019-01-25,iOS,2019,1,106990.391089198,14247
2019-01-26,Android,2019,1,372847.521621804,55278
2019-01-26,Desktop,2019,1,120347.978698218,22743
2019-01-26,Mobile Web,2019,1,199453.126120398,32139
2019-01-26,iOS,2019,1,112180.505440344,14673
2019-01-27,Android,2019,1,371220.336975768,56051
2019-01-27,Desktop,2019,1,115876.369965402,22399
2019-01-27,Mobile Web,2019,1,208046.683609828,33738
2019-01-27,iOS,2019,1,110081.291988466,14710
2019-01-28,Android,2019,1,404381.606165736,58787
2019-01-28,Desktop,2019,1,221747.552977316,38134
2019-01-28,Mobile Web,2019,1,223005.205793612,34808
2019-01-28,iOS,2019,1,118359.812960776,15795
2019-01-29,Android,2019,1,405992.904529632,59080
2019-01-29,Desktop,2019,1,306007.531034268,34658
2019-01-29,Mobile Web,2019,1,215409.779514276,33658
2019-01-29,iOS,2019,1,120036.09291575,15978
2019-01-30,Android,2019,1,392156.05357778,57640
2019-01-30,Desktop,2019,1,210638.45920523,36514
2019-01-30,Mobile Web,2019,1,217597.157128482,33968
2019-01-30,iOS,2019,1,114904.361147626,15298
2019-01-31,Android,2019,1,400400.922815526,57884
2019-01-31,Desktop,2019,1,190754.671242124,33563
2019-01-31,Mobile Web,2019,1,215044.825054184,33452
2019-01-31,iOS,2019,1,114738.692943624,15386
2019-02-01,Android,2019,2,391132.581658182,55689
2019-02-01,Desktop,2019,2,143143.417770524,25780
2019-02-01,Mobile Web,2019,2,201963.971295974,32112
2019-02-01,iOS,2019,2,105495.121422456,14036
2019-02-02,Android,2019,2,386597.595605074,55712
2019-02-02,Desktop,2019,2,93913.728673596,18051
2019-02-02,Mobile Web,2019,2,195268.477353324,31482
2019-02-02,iOS,2019,2,110117.889654496,14441
2019-02-03,Android,2019,2,367229.37519706,53707
2019-02-03,Desktop,2019,2,88202.373325372,17002
2019-02-03,Mobile Web,2019,2,196911.30925876,31378
2019-02-03,iOS,2019,2,104697.62336944,13669
2019-02-04,Android,2019,2,363863.815912416,52708
2019-02-04,Desktop,2019,2,127556.140633898,23285
2019-02-04,Mobile Web,2019,2,183532.748298284,29383
2019-02-04,iOS,2019,2,103444.880763526,13359
2019-02-05,Android,2019,2,341216.74302984,49559
2019-02-05,Desktop,2019,2,79553.90061282,15358
2019-02-05,Mobile Web,2019,2,180866.402967274,28633
2019-02-05,iOS,2019,2,95659.73705685,12925
2019-02-06,Android,2019,2,377376.493041602,52775
2019-02-06,Desktop,2019,2,88587.555747598,16791
2019-02-06,Mobile Web,2019,2,198877.131295394,31189
2019-02-06,iOS,2019,2,105173.803983472,13735
2019-02-07,Android,2019,2,406497.91227336,56742
2019-02-07,Desktop,2019,2,180673.713662414,31385
2019-02-07,Mobile Web,2019,2,216672.163790408,33441
2019-02-07,iOS,2019,2,118874.145557206,15378
2019-02-08,Android,2019,2,391712.032298744,56120
2019-02-08,Desktop,2019,2,169358.169271394,29809
2019-02-08,Mobile Web,2019,2,219004.058265406,34083
2019-02-08,iOS,2019,2,118286.517278666,15344
2019-02-09,Android,2019,2,396082.418376666,57583
2019-02-09,Desktop,2019,2,112285.822358382,20983
2019-02-09,Mobile Web,2019,2,219662.61992481,34527
2019-02-09,iOS,2019,2,121158.664703006,15790
2019-02-10,Android,2019,2,384237.507466162,56224
2019-02-10,Desktop,2019,2,116313.225307888,21855
2019-02-10,Mobile Web,2019,2,222862.212433068,35100
2019-02-10,iOS,2019,2,114807.007220828,15248
2019-02-11,Android,2019,2,424152.10230897,61008
2019-02-11,Desktop,2019,2,232240.609906754,39175
2019-02-11,Mobile Web,2019,2,237387.30893487,36046
2019-02-11,iOS,2019,2,128378.094104616,16975
2019-02-12,Android,2019,2,391401.126809608,57470
2019-02-12,Desktop,2019,2,234377.669281018,39400
2019-02-12,Mobile Web,2019,2,233605.747627218,36013
2019-02-12,iOS,2019,2,118476.931867452,15848
2019-02-13,Android,2019,2,396089.530386938,57773
2019-02-13,Desktop,2019,2,224614.842633568,38494
2019-02-13,Mobile Web,2019,2,226843.87371312,34439
2019-02-13,iOS,2019,2,117506.179724208,15774
2019-02-14,Android,2019,2,395458.385345258,56930
2019-02-14,Desktop,2019,2,230801.373034434,38960
2019-02-14,Mobile Web,2019,2,219417.641069776,33578
2019-02-14,iOS,2019,2,118581.586009036,15330
2019-02-15,Android,2019,2,375678.779839656,54083
2019-02-15,Desktop,2019,2,204492.14859303,35390
2019-02-15,Mobile Web,2019,2,216209.092686944,33892
2019-02-15,iOS,2019,2,111031.541149414,14605
2019-02-16,Android,2019,2,392833.428523988,57357
2019-02-16,Desktop,2019,2,127662.437910658,23890
2019-02-16,Mobile Web,2019,2,217056.601814528,34764
2019-02-16,iOS,2019,2,119755.737552698,15756
2019-02-17,Android,2019,2,384222.419937444,56103
2019-02-17,Desktop,2019,2,124148.179582782,23393
2019-02-17,Mobile Web,2019,2,230711.877773996,36295
2019-02-17,iOS,2019,2,114504.92443718,15163
2019-02-18,Android,2019,2,420047.560077374,60155
2019-02-18,Desktop,2019,2,245615.032107986,41125
2019-02-18,Mobile Web,2019,2,248759.24079281,37260
2019-02-18,iOS,2019,2,131520.270785202,17368
2019-02-19,Android,2019,2,388946.75358744,56472
2019-02-19,Desktop,2019,2,249007.5027838,41535
2019-02-19,Mobile Web,2019,2,242261.782012482,36977
2019-02-19,iOS,2019,2,121195.027330354,15612
2019-02-20,Android,2019,2,365644.557327062,54030
2019-02-20,Desktop,2019,2,238864.587235168,40637
2019-02-20,Mobile Web,2019,2,232490.92700693,36026
2019-02-20,iOS,2019,2,113763.005504628,15071
2019-02-21,Android,2019,2,373271.143549212,54869
2019-02-21,Desktop,2019,2,231155.585585042,39611
2019-02-21,Mobile Web,2019,2,226762.643441738,35612
2019-02-21,iOS,2019,2,116014.60891258,15415
2019-02-22,Android,2019,2,350069.29674832,52500
2019-02-22,Desktop,2019,2,206586.965880054,36107
2019-02-22,Mobile Web,2019,2,216572.433072838,34097
2019-02-22,iOS,2019,2,110937.02238141,14719
2019-02-23,Android,2019,2,363418.897876684,54199
2019-02-23,Desktop,2019,2,127911.04167019,23895
2019-02-23,Mobile Web,2019,2,217281.436813518,34936
2019-02-23,iOS,2019,2,113970.542098344,15195
2019-02-24,Android,2019,2,357106.442258366,53936
2019-02-24,Desktop,2019,2,119749.697842814,22616
2019-02-24,Mobile Web,2019,2,234433.647754772,36778
2019-02-24,iOS,2019,2,115947.380824196,15231
2019-02-25,Android,2019,2,393006.954298048,58049
2019-02-25,Desktop,2019,2,253067.374730908,41495
2019-02-25,Mobile Web,2019,2,242735.742476186,37303
2019-02-25,iOS,2019,2,122685.380652926,16098
2019-02-26,Android,2019,2,374594.01376931,55672
2019-02-26,Desktop,2019,2,243393.460509998,41378
2019-02-26,Mobile Web,2019,2,241197.571307666,37055
2019-02-26,iOS,2019,2,118049.855999482,15527
2019-02-27,Android,2019,2,368204.861139534,54397
2019-02-27,Desktop,2019,2,233156.584203094,40075
2019-02-27,Mobile Web,2019,2,228884.773516324,35653
2019-02-27,iOS,2019,2,114827.301564462,15398
2019-02-28,Android,2019,2,364795.933288172,54326
2019-02-28,Desktop,2019,2,223509.516209018,38576
2019-02-28,Mobile Web,2019,2,226969.341889144,35049
2019-02-28,iOS,2019,2,116181.077514422,15383
2019-03-01,Android,2019,3,366984.67686256,53223
2019-03-01,Desktop,2019,3,192979.096237026,33408
2019-03-01,Mobile Web,2019,3,225843.35884465,35184
2019-03-01,iOS,2019,3,111393.298426902,14555
2019-03-02,Android,2019,3,359819.856582212,53694
2019-03-02,Desktop,2019,3,129390.924603656,24237
2019-03-02,Mobile Web,2019,3,220829.067147762,35072
2019-03-02,iOS,2019,3,114733.386436582,15202
2019-03-03,Android,2019,3,352820.84935677,52988
2019-03-03,Desktop,2019,3,115201.332972936,21965
2019-03-03,Mobile Web,2019,3,214732.650784858,34644
2019-03-03,iOS,2019,3,114648.872048012,15190
2019-03-04,Android,2019,3,372729.58451813,55889
2019-03-04,Desktop,2019,3,230835.944377494,39464
2019-03-04,Mobile Web,2019,3,228781.02792867,35824
2019-03-04,iOS,2019,3,123728.347278382,16408
2019-03-05,Android,2019,3,370603.631605362,54092
2019-03-05,Desktop,2019,3,228096.050430984,39147
2019-03-05,Mobile Web,2019,3,223925.254085502,34947
2019-03-05,iOS,2019,3,117530.587402316,15639
2019-03-06,Android,2019,3,365004.008173434,53678
2019-03-06,Desktop,2019,3,230093.830403498,39531
2019-03-06,Mobile Web,2019,3,222944.069217268,34712
2019-03-06,iOS,2019,3,112185.207843846,14756
2019-03-07,Android,2019,3,363565.84627391,54205
2019-03-07,Desktop,2019,3,231151.51776555,39652
2019-03-07,Mobile Web,2019,3,230887.224045472,35616
2019-03-07,iOS,2019,3,112175.862833062,14816
2019-03-08,Android,2019,3,342566.857303554,51345
2019-03-08,Desktop,2019,3,194998.269916774,34594
2019-03-08,Mobile Web,2019,3,212019.67720492,33729
2019-03-08,iOS,2019,3,111463.192424528,14661
2019-03-09,Android,2019,3,350640.613282302,53479
2019-03-09,Desktop,2019,3,123241.777574314,23520
2019-03-09,Mobile Web,2019,3,211994.627189216,34501
2019-03-09,iOS,2019,3,112470.146125432,14734
2019-03-10,Android,2019,3,343611.098133214,52005
2019-03-10,Desktop,2019,3,123168.791315326,23311
2019-03-10,Mobile Web,2019,3,224117.424572214,35792
2019-03-10,iOS,2019,3,106907.642587816,14275
2019-03-11,Android,2019,3,358391.250004192,53580
2019-03-11,Desktop,2019,3,243058.056160668,40898
2019-03-11,Mobile Web,2019,3,230843.89467057,36031
2019-03-11,iOS,2019,3,117446.29485663,15646
2019-03-12,Android,2019,3,351816.373849368,52144
2019-03-12,Desktop,2019,3,236206.180978214,40308
2019-03-12,Mobile Web,2019,3,228675.636431192,35688
2019-03-12,iOS,2019,3,115509.550925526,15178
2019-03-13,Android,2019,3,335876.12486517,50431
2019-03-13,Desktop,2019,3,231789.911274596,39602
2019-03-13,Mobile Web,2019,3,221678.438307882,34473
2019-03-13,iOS,2019,3,112752.776230814,14928
2019-03-14,Android,2019,3,330091.949222978,48933
2019-03-14,Desktop,2019,3,225352.694424236,38960
2019-03-14,Mobile Web,2019,3,212388.920525702,33244
2019-03-14,iOS,2019,3,104555.957298318,14046
2019-03-15,Android,2019,3,313244.720528074,48313
2019-03-15,Desktop,2019,3,188745.439806976,33619
2019-03-15,Mobile Web,2019,3,197542.711967452,31849
2019-03-15,iOS,2019,3,97848.183171862,13347
2019-03-16,Android,2019,3,310204.36792766,47956
2019-03-16,Desktop,2019,3,125601.712631836,23721
2019-03-16,Mobile Web,2019,3,208782.17407395,33611
2019-03-16,iOS,2019,3,99060.22594652,13485
2019-03-17,Android,2019,3,325272.21732514,49746
2019-03-17,Desktop,2019,3,130216.109331956,24939
2019-03-17,Mobile Web,2019,3,216159.13446129,34108
2019-03-17,iOS,2019,3,105366.105809534,14164
2019-03-18,Android,2019,3,336170.628277802,50638
2019-03-18,Desktop,2019,3,256750.410042544,43014
2019-03-18,Mobile Web,2019,3,235045.192324704,36512
2019-03-18,iOS,2019,3,108692.219785762,14339
2019-03-19,Android,2019,3,335427.998829352,50398
2019-03-19,Desktop,2019,3,256194.259765658,43207
2019-03-19,Mobile Web,2019,3,226980.047634908,35249
2019-03-19,iOS,2019,3,114053.639843886,15230
2019-03-20,Android,2019,3,335095.58755958,50189
2019-03-20,Desktop,2019,3,242123.088468314,41146
2019-03-20,Mobile Web,2019,3,223733.289749032,34886
2019-03-20,iOS,2019,3,107461.929307824,14335
2019-03-21,Android,2019,3,324661.79567787,49263
2019-03-21,Desktop,2019,3,239612.904154532,41626
2019-03-21,Mobile Web,2019,3,214671.575820242,34118
2019-03-21,iOS,2019,3,104041.368216338,13923
2019-03-22,Android,2019,3,299999.137258072,46625
2019-03-22,Desktop,2019,3,198069.934933548,35154
2019-03-22,Mobile Web,2019,3,200452.102241522,32372
2019-03-22,iOS,2019,3,98460.28085248,13235
2019-03-23,Android,2019,3,302125.26598542,46870
2019-03-23,Desktop,2019,3,123068.045279696,23510
2019-03-23,Mobile Web,2019,3,199573.328835526,32477
2019-03-23,iOS,2019,3,102077.697825434,13632
2019-03-24,Android,2019,3,309536.042572302,47390
2019-03-24,Desktop,2019,3,114297.64726981,21818
2019-03-24,Mobile Web,2019,3,207091.34164714,33438
2019-03-24,iOS,2019,3,101963.100244248,13590
2019-03-25,Android,2019,3,325701.114339132,49339
2019-03-25,Desktop,2019,3,233424.20901088,39660
2019-03-25,Mobile Web,2019,3,225754.923302934,35674
2019-03-25,iOS,2019,3,111241.46456911,14806
2019-03-26,Android,2019,3,330885.92063792,50117
2019-03-26,Desktop,2019,3,237260.769018006,40827
2019-03-26,Mobile Web,2019,3,223152.761925578,35049
2019-03-26,iOS,2019,3,107415.317110454,14191
2019-03-27,Android,2019,3,325659.406555822,49281
2019-03-27,Desktop,2019,3,230265.766871784,39931
2019-03-27,Mobile Web,2019,3,219977.25360887,35109
2019-03-27,iOS,2019,3,110614.582782096,14606
2019-03-28,Android,2019,3,329108.182521388,49471
2019-03-28,Desktop,2019,3,222440.605899464,39015
2019-03-28,Mobile Web,2019,3,220245.22124582,34482
2019-03-28,iOS,2019,3,109274.849874538,14612
2019-03-29,Android,2019,3,326491.940707198,49494
2019-03-29,Desktop,2019,3,184884.415636172,32745
2019-03-29,Mobile Web,2019,3,210756.519030116,33664
2019-03-29,iOS,2019,3,103810.019173438,13810
2019-03-30,Android,2019,3,308623.728870016,47100
2019-03-30,Desktop,2019,3,114348.804002228,21641
2019-03-30,Mobile Web,2019,3,210027.10767491,33902
2019-03-30,iOS,2019,3,101513.263126904,13681
2019-03-31,Android,2019,3,322705.923068172,49110
2019-03-31,Desktop,2019,3,114370.236798846,21902
2019-03-31,Mobile Web,2019,3,220986.69741109,35217
2019-03-31,iOS,2019,3,104840.332753664,13827
2019-04-01,Android,2019,4,338395.62860828,50819
2019-04-01,Desktop,2019,4,232437.097755606,39563
2019-04-01,Mobile Web,2019,4,232562.490152232,36090
2019-04-01,iOS,2019,4,117489.669684542,15441
2019-04-02,Android,2019,4,345271.909645472,52195
2019-04-02,Desktop,2019,4,244563.253062064,41547
2019-04-02,Mobile Web,2019,4,231293.269325556,35970
2019-04-02,iOS,2019,4,114115.756645602,15572
2019-04-03,Android,2019,4,332063.05127579,50150
2019-04-03,Desktop,2019,4,228410.097381678,39750
2019-04-03,Mobile Web,2019,4,232944.091791262,36180
2019-04-03,iOS,2019,4,112423.402170008,15105
2019-04-04,Android,2019,4,328797.606326732,49513
2019-04-04,Desktop,2019,4,221748.447144672,38435
2019-04-04,Mobile Web,2019,4,222621.25078761,34961
2019-04-04,iOS,2019,4,114215.444740324,15307
2019-04-05,Android,2019,4,309331.373143816,47568
2019-04-05,Desktop,2019,4,199341.701569524,35634
2019-04-05,Mobile Web,2019,4,212024.421395728,34032
2019-04-05,iOS,2019,4,103680.266687102,13981
2019-04-06,Android,2019,4,314831.13603641,48246
2019-04-06,Desktop,2019,4,124329.69548383,23807
2019-04-06,Mobile Web,2019,4,213855.094942962,34595
2019-04-06,iOS,2019,4,105306.223789648,13870
2019-04-07,Android,2019,4,318450.827216922,48758
2019-04-07,Desktop,2019,4,125731.645462484,24125
2019-04-07,Mobile Web,2019,4,218254.840336688,34767
2019-04-07,iOS,2019,4,106735.589059892,14297
2019-04-08,Android,2019,4,333079.388246198,50334
2019-04-08,Desktop,2019,4,239406.607473046,39507
2019-04-08,Mobile Web,2019,4,235340.431343138,36824
2019-04-08,iOS,2019,4,117425.768891124,15389
2019-04-09,Android,2019,4,318459.934773188,48064
2019-04-09,Desktop,2019,4,243577.569107838,40881
2019-04-09,Mobile Web,2019,4,239757.59065214,37445
2019-04-09,iOS,2019,4,110600.681313176,14619
2019-04-10,Android,2019,4,311831.057261084,47713
2019-04-10,Desktop,2019,4,238606.103222438,40863
2019-04-10,Mobile Web,2019,4,230553.840452818,36259
2019-04-10,iOS,2019,4,109465.348899648,14539
2019-04-11,Android,2019,4,314849.544482882,48039
2019-04-11,Desktop,2019,4,227657.643709822,39338
2019-04-11,Mobile Web,2019,4,221025.218448096,35284
2019-04-11,iOS,2019,4,107211.525118764,14448
2019-04-12,Android,2019,4,310274.89225208,47476
2019-04-12,Desktop,2019,4,201095.769762666,35841
2019-04-12,Mobile Web,2019,4,208673.392366278,33636
2019-04-12,iOS,2019,4,102760.31634116,13976
2019-04-13,Android,2019,4,290033.346161548,44727
2019-04-13,Desktop,2019,4,126948.276478396,24911
2019-04-13,Mobile Web,2019,4,208940.605522802,34084
2019-04-13,iOS,2019,4,105064.028329132,13898
2019-04-14,Android,2019,4,305147.73716826,47092
2019-04-14,Desktop,2019,4,117466.756018764,22683
2019-04-14,Mobile Web,2019,4,219339.128330958,35093
2019-04-14,iOS,2019,4,104118.158256774,14062
2019-04-15,Android,2019,4,313471.383695584,48362
2019-04-15,Desktop,2019,4,239984.285264234,40513
2019-04-15,Mobile Web,2019,4,236925.056105344,36731
2019-04-15,iOS,2019,4,112333.171715198,15193
2019-04-16,Android,2019,4,316404.135586254,48388
2019-04-16,Desktop,2019,4,241804.028317712,41763
2019-04-16,Mobile Web,2019,4,231635.891617872,36258
2019-04-16,iOS,2019,4,106952.492844864,14549
2019-04-17,Android,2019,4,310753.799821012,48008
2019-04-17,Desktop,2019,4,235990.38602108,40840
2019-04-17,Mobile Web,2019,4,216059.868194626,34441
2019-04-17,iOS,2019,4,103626.642619644,14080
2019-04-18,Android,2019,4,306564.754230386,47217
2019-04-18,Desktop,2019,4,226415.35625154,39193
2019-04-18,Mobile Web,2019,4,216932.474098894,34855
2019-04-18,iOS,2019,4,100624.726127942,13690
2019-04-19,Android,2019,4,306847.668476572,47949
2019-04-19,Desktop,2019,4,198814.346886348,35165
2019-04-19,Mobile Web,2019,4,214912.165933598,34708
2019-04-19,iOS,2019,4,99592.794921176,13568
2019-04-20,Android,2019,4,295916.68822365,45746
2019-04-20,Desktop,2019,4,124264.659097902,23808
2019-04-20,Mobile Web,2019,4,214386.959901244,34479
2019-04-20,iOS,2019,4,103690.115221416,13806
2019-04-21,Android,2019,4,291368.028557702,45116
2019-04-21,Desktop,2019,4,122675.25228114,23869
2019-04-21,Mobile Web,2019,4,218349.621545072,34841
2019-04-21,iOS,2019,4,97195.263446314,12934
2019-04-22,Android,2019,4,309009.23337276,47700
2019-04-22,Desktop,2019,4,257037.195518962,43511
2019-04-22,Mobile Web,2019,4,234995.625805082,36462
2019-04-22,iOS,2019,4,114460.540091906,15010
2019-04-23,Android,2019,4,301603.022373228,46903
2019-04-23,Desktop,2019,4,238340.832960966,41463
2019-04-23,Mobile Web,2019,4,221290.179222914,34731
2019-04-23,iOS,2019,4,107207.4595247,14276
2019-04-24,Android,2019,4,309512.29155462,48115
2019-04-24,Desktop,2019,4,231217.429667646,40269
2019-04-24,Mobile Web,2019,4,218500.363089146,34630
2019-04-24,iOS,2019,4,104682.135055348,13942
2019-04-25,Android,2019,4,299866.243711878,46645
2019-04-25,Desktop,2019,4,223129.748770736,39392
2019-04-25,Mobile Web,2019,4,213795.696437836,33913
2019-04-25,iOS,2019,4,105398.662663826,14046
2019-04-26,Android,2019,4,294262.663017322,45322
2019-04-26,Desktop,2019,4,186995.017138142,33924
2019-04-26,Mobile Web,2019,4,205209.435808878,32704
2019-04-26,iOS,2019,4,102079.749096204,14169
2019-04-27,Android,2019,4,278984.137089156,43373
2019-04-27,Desktop,2019,4,120209.577281158,23275
2019-04-27,Mobile Web,2019,4,203523.219368518,32811
2019-04-27,iOS,2019,4,96030.906022538,12962
2019-04-28,Android,2019,4,293927.589239306,45268
2019-04-28,Desktop,2019,4,110811.664742208,21408
2019-04-28,Mobile Web,2019,4,208934.937158334,33704
2019-04-28,iOS,2019,4,99086.678855324,13046
2019-04-29,Android,2019,4,303825.342996734,47100
2019-04-29,Desktop,2019,4,222418.909783302,38454
2019-04-29,Mobile Web,2019,4,226977.868695052,35479
2019-04-29,iOS,2019,4,112514.79103396,15085
2019-04-30,Android,2019,4,299521.352387854,46156
2019-04-30,Desktop,2019,4,201912.296077202,35404
2019-04-30,Mobile Web,2019,4,213616.538603428,34052
2019-04-30,iOS,2019,4,104967.528877328,14124
2019-05-01,Android,2019,5,298231.241771638,45595
2019-05-01,Desktop,2019,5,110647.151179926,21198
2019-05-01,Mobile Web,2019,5,217951.545466142,34566
2019-05-01,iOS,2019,5,105476.818054732,14142
2019-05-02,Android,2019,5,304446.4961577,46909
2019-05-02,Desktop,2019,5,221367.542507694,38115
2019-05-02,Mobile Web,2019,5,223543.722683132,35202
2019-05-02,iOS,2019,5,110127.139353774,14708
2019-05-03,Android,2019,5,302043.43841079,46270
2019-05-03,Desktop,2019,5,186580.70504198,33676
2019-05-03,Mobile Web,2019,5,209691.910318096,33667
2019-05-03,iOS,2019,5,103784.971275044,13672
2019-05-04,Android,2019,5,289519.532722826,45016
2019-05-04,Desktop,2019,5,126049.754708064,25018
2019-05-04,Mobile Web,2019,5,206549.860639016,33532
2019-05-04,iOS,2019,5,103365.969489874,13960
2019-05-05,Android,2019,5,275494.702525344,43472
2019-05-05,Desktop,2019,5,114683.429718908,22008
2019-05-05,Mobile Web,2019,5,206707.148895938,33413
2019-05-05,iOS,2019,5,101767.664741278,13509
2019-05-06,Android,2019,5,281171.647979478,44003
2019-05-06,Desktop,2019,5,212561.386754446,37120
2019-05-06,Mobile Web,2019,5,207426.453039672,32780
2019-05-06,iOS,2019,5,104229.617964756,14514
2019-05-07,Android,2019,5,280808.695265304,43609
2019-05-07,Desktop,2019,5,220689.316226074,38181
2019-05-07,Mobile Web,2019,5,204369.764586992,32151
2019-05-07,iOS,2019,5,103433.500773676,14128
2019-05-08,Android,2019,5,279420.456396832,43456
2019-05-08,Desktop,2019,5,221411.479238586,38506
2019-05-08,Mobile Web,2019,5,202063.923863206,32036
2019-05-08,iOS,2019,5,102517.06687365,13912
2019-05-09,Android,2019,5,275241.903818274,42860
2019-05-09,Desktop,2019,5,224958.794244454,39424
2019-05-09,Mobile Web,2019,5,204793.782939488,32622
2019-05-09,iOS,2019,5,108548.140656674,14245
2019-05-10,Android,2019,5,274993.118875504,42889
2019-05-10,Desktop,2019,5,192083.643868624,34407
2019-05-10,Mobile Web,2019,5,201008.01311613,32230
2019-05-10,iOS,2019,5,99977.347144022,13601
2019-05-11,Android,2019,5,280345.711704048,43759
